review_text,sentiment
we booked via quikbook for a night stay in june the quikbook add said free upgrade so upon arrival at around check in from we were told tersely to say the least that no room was ready there would be a minute wait and there were no upgrades as they hotel was fullwe waited no apology or drinkanything offered patiently for about minutes and finally feeling pretty ignored we questioned whether our room was ready quotdont knowquot came the reply quotthe hotel is full you knowquot since when has a hotel been full been the guests fault huffily we are given an upgrade amazing since the hotel was full presumably someone who was late got downgraded thenonly complaint about the room was that the view was of a grotty back of an apartment block but then we werent expecting a panaroma beds were very comfyon the plus the location is great the reception and attitude we got on arrival really soured things for us i wouldnt stay again unless it was an exceptionally good deal,Positive
i got a great deal on priceline for a night it was very clean and nicely designed rooms are small but who spends time in their room in nyc heated bathroom floors were a great plus as were the kiehls products staff was very friendly and helpful the best thing that this hotel is its location it is located literally right next to a subway stop a b c d the hotel restaurant blue ribbon has very good sushi,Positive
first off let me tell you that my husband and i have spent hundreds of hours and thousands of dollars in the hollywood roosevelt over the past several years we lived in hollywood during most of that time and we encouraged many many of our friends to stay there while visiting us in la we also spent several nyes and multiple memoriallabor days with you since we moved from la we chose you to stay when business brought us back to la we love the roosevelt hotel we have always been treated with the utmost respect and in fact were recently upgraded when we checked in for a night stay in based on this love we booked the six columbus via a travel agent to celebrate my husbands th birthday this past weekend for a studio suite at the rate of nt although there were cheaper rooms available at your hotel we decided to spend a bit more since it was my husbands birthday we were so sorely disappointed that i must bring it to your attention in the hope that it will be addressed we arrived in nyc at approx pm on wed june rd and travelled to the six columbus which took approx hrs by the time we got our luggage our plan was to check in freshen up and then meet up with friends for a dinner reservation at the gramercy park rose room for dinner at pm when we arrived we were informed that the front staff already knew about deans birthday and that we were being checked into room quota very nice roomquot when the bellman took us up to the room we were disappointed to discover that the room was not in any way a quotsuitequot but a regular albeit nice hotel room we contacted the front desk and the person assured us that the room was in fact a quotstudio suitequot even though there was no suite area whatsoever and the room did not match the room photos displayed on the website we had booked through www newyorkluxuryhotelscom even the bellman who brought our bags confirmed that the room was not considered a quotstudio suitequot but a king superior room we felt hustled our first and stereotypical experience of nycwe contacted the travel agent with whom we had booked and that agent began the process of straightening things out and ultimately relocating us to another hotel all the while time marched on as we attempted to solve our problem on my husbands birthday in the hope of making a timely dinner reservation in nyc in the interim the lovely bellman came up and informed us that the manager costas had quotupgradedquot us to a king suite the bellman took us down to room which was the exact picture on the website depicted on that site of the studio suite that we had booked as well as the king suite on that site unfortunately the room was on the second floor directly overlooking the street and extremely noisy because we knew that we were being jerked around and that this room was not an quotupgradequot but the original room that we were promised we protested by now we had lost any chance we had of making our reservation at the gramercy park for dinner and we were still dealing with our room situation my husband went down to discuss the situation with the manager quotcostasquot and came up fuming with the comment that he should have known he was going to be hustled by a greek my husband is himself greek in fact we were married in santorini greece extremely disappointing start to our nyc trip and we did in fact miss our dinner reservation at gramercy which could not be rescheduled due to how busy they were that night basically my husbands birthday celebration with friends was ruined thanks to quotcostasquot at the six columbusthe next day thankfully we moved to the smyth tribeca now this is a hotel that knows about service we were treated with courtesy and respect and the hotel was great too bad that one of our four nights in nyc was ruined,Positive
we booked a queen superior room for nights and were upgraded to a queen deluxe at check in the room was a good size for new york and to a good standard staff were excellant and very friendly we really couldnt fault anything about the hotel during our stay the hotel is right at the edge of central park and in a very good location for visiting the rest of manhatten prices seemed to change quite a bit before we booked and we got an excellant rate on the hotel website the hotel is very close to whole foods in the time warner building which was brilliant for a wide range of good food would definitely stay there again,Positive
we stayed in this hotel nights as part of our honeymoon and we had one of our best times in nyc usually nyc hotels offer either small and old rooms or big and old rooms this case was totally new and refreshing the columbus is a small boutique hotel in the middle of manhattan offering modern and comfortable rooms combined with friendlly and professional staff the first thing we liked about the hotel is that as honeymooners they upgraded our room to a studio suite we got a room on the th floor it was a spacious room with a big bathroom full of quotgoodiesquot i must say that the bed is one of the best ive ever slept on the area is excellent the nearest subway is across the street the park is two minutes away and you have lots of shops and places to eat in the vecinity for all the sushi lovers i recommend the blue ribbon restaurant on the hotel excellent sushi friendlly and nonpretentiousresuming if you are looking for a nice boutique hotel in midtown manhattan this is definately your place the prices are attractive and the return is more than enough we are definatelly looking forward to visiting this hotel againthe only negative thing i can think about is that the internet was not free,Positive
we recently stayed at columbus for two nights as part of a three week nyc stay where we changed hotels a few times to experience different neighbourhoods our first impression was that the front desk were not too friendly however the doormen were extremely friendly on check in we were given a room on the nd floor i think and it was pretty much what you see on the internet pictures nice retro style but small room if that was a queen bed then im the queen of england it was barely a double i think bathroom was nice with good keihls ammenitieshowever we didnt stay in this room long we had a shower straight away as wed just come in from dc on the train and immediately realised the noise of the air con unit outside was absolutely insane it was a constant hum and every five mins it would kick into gear and go up to a dull roar we both said we cant stay in this room so went down and asked to be swapped they had a room on the th floor available which was nowhere near as noisy so we took that one even though it had a slightly strange smell about iti think perhaps a weird air freshener room i think was a bit bigger as well and also had a window you could look out not a frosted glass window where i felt a bit claustrophobic like in the nd floor roomstaff were helpful we asked one of the doormen for a dinner reccommendation and it was good didnt eat at the hotel restaurant so cant comment on thatloved the location right opposite the time warner building with whole foods in the basement which we patronised for breakfast lunch and snacks the subway is also right there too which is handy we walked to th ave where there are many great restaurants and it was only about mins walk which was great would definitely stay here again and make sure i get a high floor room we had a queen deluxe i think and we got what i thought was a great rate on quikbook note take the elevator up to the roof deck and take some photos from up there we got some great shots if they ever get the bar open up there it will be an excellent spot,Positive
we were staying for four nights and booked on quikbooks it worked out at nights for the price of average of per night we stayed in a studio suite on the th floor friends of ours stayed on the th floor in a studio suitethe suite was very spacious with lots bathroom had a great walkin shower with great water pressure and also a bath which i personally love an oddity about the bathroom is clear glass in the window room had a wooden floor which i liked and the bed was large and comfortable and there was lots of storage space on the downside air conditioning was noisy at times and sound travelled from other rooms the suite on the th floor was more compact didnt have the walkin shower but had a fantastic balcony space although a chair or two would have been nice given the hot weather this was a great place to relax especially in the eveningthe bar and restaurant wasnt to my taste as im not into japanese food but it was busy most nights and the food looked like a work of art the staff were incredibly friendly and helpful to us at all times although they seemed a little clueless with how to deal with a guest that had her handbag stolen from the starbucks next door there was no advice on hand and the distraught guest had to try to think of all the things that had to be done herself from ringing the consultate to cancelling the credit cards to informing the policeinternet at per day is expensive especially since it was wireless and there is no free access in the lobbyoverall we loved it and wed certainly stay there again,Positive
i was vising a friend on the ues amp didnt want to pay outrageous room rates the location is perfect as its behind the time warner bldg on the lower left hand corner of central parkgood theres a subway station across the street amp plenty of taxis i opted for the quotpod roomquot as i was only there for night and didnt care much about view the room was smaller then rooms ive had in paristhough it was very nice the shower was impressive as most hotels dont have that much water pressurebad the quotpod roomquot is that its view is of a inaccessible courtyardwhich has a large hvac pipe running up the center of it during the night you hear banshee like howls as this kicks onoff if your intolerant of quotwhite noisequot you wont like the loud blowing of the ac into your roomi quite liked it the ipod alarm clock has a backlit lcd which is very bright other then unplugging it i couldnt figure out how to turn it off,Positive
yes the rooms are small but really is that much different than most other rooms in nyc the pros of this hotel are great location to cp subway cnn mall wholefoods starbucks great price from website but what really makes this place great is the staff every staff ive encountered this was now my second time here goes out of there way to be friendly helpful and to remember you by name and preferences ill be back again on my next biz trip to nyc,Positive
booked a queen room through quikbooks i was grateful to check in early since i had just flown in on the red eye staff were cordial and helpful room was a good size and stylish bed was comfy found a couple of short hairs pinned to the undersheet of the comforter im pretty sure the sheets were clean for the most part since the staff inspected the room before they allowed me to check in rarely heard any noise from other guests except when they shut their doors to lock the door theres really no way to shut it softly housekeeping sometimes chatted loudly in the hallway and they start knocking loudly on doors around am to clean the rooms bathroom was large bathtub drained slowly had to turn off the water to let the water drain before turning it back on the tub finally clogged up on the last day of my stay at checkout hotel tried to charge me for the minibar even though i didnt use it i thought it was a fridge for my personal use i explained this and they promptly removed the charge despite the negatives i did enjoy my stay i feel i got a good deal on the room ive stayed at the hotel east houston which was advertised at a similar price but not nearly as nice the hotel is conveniently across the street from metro station and shopping nearby coffee shops were okay preferred whole foods across the street for better prices and better tasting food than places nearby bouchon bakery in the same complex as whole foods makes very good macarroons,Positive
the things that i liked about columbus include the great location and the great online deal that i got from the hotels website i especially loved the discovery of wholefoods right across the road in columbus circle shops best place for breakfast and snacksi love the atmosphere of the hotel very hip and trendy but i really dont understand why this seems to mean that everything has be kept in semi darkness putting on make up in a dimly lit bathroom is a nightmare and the bedroom itself is little betterthings that i didnt like other than groping in the dark are that the room is seriously small with no room for big bags for travellers in the middle of a big trip and the in room internet is very expensivethere was also an inidentified loud hum that went on all night possibly a heater or aircon unit outside either way it had us shopping for earplugs,Positive
this hotel was great for a number of reasons one of the first things we noticed was the friendliness of the staff everyone was so helpful because we arrived early in the morning our room was not ready however they called us on our cell phone as soon as it was available they were very helpful with restaurant suggestions great staff perfect locationright by central park subway across the street starbucks and dunkin donuts just around the corner hour pharmacy at the corner great breakfast spot just up the street shower was great and room was small but clean we didnt spend a lot of time there anyway so it didnt matter only complaint was that they didnt offer shower caps in the bathroom price was very reasonable compared to other ny hotels,Positive
we stay nights in the pod room with a double bed and we found it very roomy with a nice large bathroom this room is much larger than the regular one at hudson hotel where persons can barely walk around the bed or fit in the bathroom i like the room design very much the double bed is very adequate for medium build persons kiehls amenities are a plus and the heated bathroom floor is a nice touch the bed is almost as comfortable as the heavenly bed from the westin hotels with buildin drawer in the bed frame for additional storage space the location of this hotel is perfect for us as we came here for the opera at the met at the lincoln center less than minutes walk and the central park is just across in front of the hotel is the time warner center which blocks all the traffic noise the columbus circle subway is in the time warner center where all the major line connected we have breakfast at the organic whole foods market in the time warner center where they sell food by weight so you only pay what you want to eat you can have excellent meal here hotcold when you are in rush before the opera the starbuck is next door to the hotel for caffeine addicted the staff is super nice it is a super deal at in new york city on the down side the curtain cannot be close tightly the room door needs a stopper to avoid the banging when it is close especially at night and the walls are a little thin but this should not stop you from reserve at this hotel if you hate morning light binder clips should solve your problem,Positive
small rooms were dimly lit super thin walls i could hear every noiseshowermusicconversation that were taking place in the adjacent rooms there was a party taking place on my floor that wasnt moved till early in the morning so basically i didnt get any sleep and it totally ruined the next day for me the only pluses were that the rooms were clean staff is nice i got a cheap rate using quikbook and the location,Positive
an otherwise acceptable stay nights degraded by a room allegedly the largest and clearly the highest price offered short of a suite in which we couldnt sit down except on the bed even to work at the desk one chair was offered in a dimly lit vestibule otherwise there was literally no room to move closet space was a freestanding wardrobe with barely a foot of hanging space storage space was a drawer under the bed plumbing noises from adjacent rooms were noticeable and from time to time especially during neighbors showers loud i accept that space is at a premium in new york but this is absurd on the plus side such as it was its convenient to lincoln center pleasant and helpful staff and a good restaurant blue ribbon with excellent sushi if you plan to spend any time in your room look elsewhere,Positive
my wife and i stayed at columbus during a random weekend in new york this february we found columbus through tripadvisor and were encouraged by its ranking as of this writing in short we were not disappointed with our choice as it turned out to be anf extraordinary value for a nyc hotelfirst off a caveat about the location for this hotel for people not familiar with nyc its located right off columbus circle a good minute walk from times square this wasnt a deal breaker by any means however and the columbus circle subway stop is right near the hotel anyway a taxi ride right into the heart of times square was a measly as wellupon arrival the doors were opened for us and we were greeted with a smile and a polite welcome by everyone in the moderndecor lobby a great way to start a stay check in was a nonissue and we quickly found ourselves in one of the animal hide fakelined elevators going to our room on the th floor there are floors of rooms with two floors above thatwe opened the door to our queen deluxe room and found a warmly lit intimately sized room with a modern twist dark teak floors are throughout the the main room and you have amenities such as a flatscreen lcd tv minifridge safe bathrobe ironironing board ipod alarm clock and one of the most comfortable hotel beds weve ever slept on the brown teak headboard for the bed spanned the entire length of the wall behind us but stopped short from the ceiling by about inches this space hid a recessed light that lent a nice indirect glow to the room when onthe bathroom seems light standard fare but is very clean and boasts an interesting extra feature heated floors what a treat to not step onto a cold tile floor after a nice hot showerafter settling into our room we made our way downstairs where we found eric the concierge he was perhaps one of the most helpful and knowledgeable concierges weve ever had the pleasure of meeting he helped us with everything from our dinner plans to making reservations for us at a comedy club he recommended definitely a great resource to have when in nyc even if you consider yourself knowledgeablewe had lunch at the hotels blue ribbon restaurant japanese and found it about average and maybe a tad overpriced quite contrary to the hotel mind you there was nothing wrong with the sushi we ordered but it wasnt anything to write home about and the service was impersonal but prompt i would say its convenient but you have better choices literally right across the street in the timewarner building one other note about the hotel bring your own computer as they do not have a business center overall columbus was an excellent value and i would highly recommend it as a great hotel outside of times square,Positive
where can you stay in new york where the staff knows you by name after the first day wonderful location near theatre shopping and park rooms very nice and staff the best in new york great value cant wait to visit again,Positive
we stayed at the hotel for two nights terrific location its just across the street from the subway amp theres a great international newstand around the corner for those who indulge in starbucks theres one right next to the hotel our room was really small the queensize bed felt more like a twin the room was clean but not smartly designed theres a great big flat screen tv but no hooks for your coat the bathroom floor was heated but theres virtually no closet space great shelves for magazines but very little drawer space talk about priorities all mixed upoverall our stay was pleasant amp the staff was pleasant the price was right too,Positive
we stayed at the columbus for nights at the end of jan we got a superb rate through quikbook which made this hotel very affordable i booked a queen superior as i had been informed that the pod rooms were very small if i was indeed given a queen room then those pod rooms must be a broom cupboard having said that the room was more than adequate for the of us as we did not intend to spend a lot of time in the room anyway the only downside to the size of the room was lack of storage for clothes and given that it was winter we had a lot of bulky clothes but we managedthe room was on the th floor at the back of the hotel with a nice view of the shaft but didnt think this mattered as i wasnt going to spend my time looking out of the windowthe under floor heating in the bathroom was indeed a nice touch as others have mentioned but couldnt quite work out how it worked the shower was great powerful amp hot the only downside of the bathroom was the miniscule towels no good for wrapping up wet hair the mini bar was packed full but didnt try anything as there is a duane reade next door service at the hotel was very good very attentative door staff and it was nice to receive a plate of cookies half way through our stay the bar staff where also very pleasant in the blue ribbon bar amp restaurant we did not eat there the cleaning staff where a little noisy in the mornings but really we should have been up and seeing the sights anywaythis hotel is in a great location right opposite the subway and over the way from central park a few nice bars amp restaurants nearby i would definitely recommend this hotel but only if you can get a great rate as otherwise i think it is quite pricey,Positive
i have to differ with most of the reviews ive read maybe its a generation thing yes the staff are fine very helpful and the place is clean but why is it that so many quot starquot hotels in nyc give you less than a holiday inn and charge you much more money no coffee in the room no free wifi no ironing boardiron three big marks against the place in my book and the nyctiny rooms not as bad as the hudson down the street but still no place to sit and relax read a book etc and the decor yikes dark blue hallways elevator walls covered in faux black fur with industrial metal accents i felt like i was entering a dungeon but its a fabulous location the bed was ok the soaps were nice and it was quiet but then again i booked with priceline so my window faced an brick wall not the street,Positive
my monday mlk holiday overnight accommodations at columbus far exceeded my expectations i was greeted by the doorman as i entered and again by the host of blue ribbon sushi amp grill the staff at the front desk were delightful especially adrianna my reservation for a pod room was gleefully upgraded to a suite room on the tenth floor the lobby is small but neatly furnished with a long modern sofa and bright round club chairs neat artists prints hung on the wall low lighting down the hallway of the elevators the elevators are modern i stepped into a blue hallway with thompson hotels signature carpet i felt like i was in a residential apartment building with my room number glowing bright my room key was tucked into a designer columbus packeti entered into an oversized modern thoughtfully designed room large platform bed frette linens and robe modern side chairs and table and flat screen television and black and white cabinet with mini bar dean amp deluca snack tray and available shag kitluxurious drapes hide french doors which lead to a giant balcony behind frosted doors were a large walk in closet and gorgeous bathroom another window looking towards th street was tucked in an angled corner beautifully shaded silver floor lampno carpet all hardwood floors and allergyfree including the teak headboard wall pockets containing glossy design and fashion magazines bendable reading lampsa blue throw white duvet striped pillow and drapes were all made of the finest quality luxury material the bathroom was a standout with navy vertical subway tiles under mounted sink private loo area free standing two person shower large deep soaking tub with its own shower high end bath toiletries from kiehls thoughtful extras like cotton balls and swabs fluffy white towels and a giant round magnifying mirror under lit in blue located in the lobby is blue ribbon sushi amp grill always open extra late and welcoming to my late arrival located directly across the street from columbus is the time warner center a luxury shopping venue close to subways columbus circle and central park made columbus a thompson hotel to be envied by all manhattan boutique hotelsyes i will stay there again thank you columbus,Positive
i booked the hotel through quickbook at a rate of for frisat and for sun there were no problems with the booking and i would throughly recommend quikbook as a third party agentupon checkin i was given a free upgrade from standard queen to supeior or deluxe not sure which it is the doormen make you feel very special and could not do more to help as others have said they are all pretty hot too i didnt really find the noise of the aircon too loud the view was of some nondescript building and some shafts but that didnt bother me the only minor negatives i can think of and im having to think hard were that the ipod docking station wasnt dusted down and the bed frame sticks out a little so i banged my leg a few times for the rate i got these are such small things that it really means nothing compared to the fantastic service and great clean rooms at the columbus location quality and genuine warmth and hospitality from the staff here makes this place exactly what it is a perfect little hotel for any traveller to new york city,Positive
my friend and i got an amazing rate at columbus through quikbook for january for frisat for sunday we had an excellent stay from the moment we walked through the doors and the very friendly doorman took our bags and welcomed us all the staff were kind and helpful providing excellent servicewithout asking our room was upgraded free of charge to a queen deluxe with two beds which was perfect the room was spotless and housekeeping brought us a second robe and nonfeather pillows for my friend who is allergic the bed platforms are a bit of a nuisance but not a big deal our biggest complaint was probably that the ice bucket while very stylish was quite shallow and not really functional clearly im really nitpicking hereive seen comments complaining about the loud heatingair system and it is indeed loud however if youre like me and my friend and you need white noise to sleep its perfect the beds are also very very comfortable and we both slept like babiesthe hotel location is perfect right by the subway a subway sandwich shop starbucks and a whole foods in the time warner center across the street easy walk to central park and the theatre district and when we were in a rush to make a show the cab down cost and took five minutes while i wouldnt want to spend a night at columbus or anywhere for that matter i definitely recommend the hotel we had a great stay and even received a hug from the doorman when we left it was a terrific weekend,Positive
lets start with the only quotnegativequot my room was small but everything needed was provided in a welldesigned and aesthetically pleasing space the bed linens and towels added to a feeling of luxury and stylethe staff was the real standout in an otherwise great experience every single individual working at the hotel took the time to greet me anyone that i addressed with a request question or simply a quothelloquot responded warmly and wholeheartedly their friendliness which was never anything but respectful created the sense of having a home base in nyc and really added to the pleasure of my trip,Positive
the best thing by far about columbus is the location you are within walking distance to both the theater district and lincoln center and you are close to many fine restaurants the columbus circle subway stop is literally right across the streetthe hotel itself is very modern and although the lighting and decor were not quite to my taste i must say that the staff was the friendliest ive encountered at a hotel in a long time the room while small was spotless our only complaint would be that the heater seemed to just blow cold air around the room so we ended up just turning it off and asking for another duvet actually even with the heat off the room wasnt really all that coldthe heated bathroom floor was a really neat featurewe got a great rate through the hotel website and wed definitely recommend this hotel to anyone whos planning on attending a show or concert and doesnt need a whole lot of space,Positive
we stayed in the columbus hotel for nights in march for st patricks weekend overall its a great hotel which i would recommend the hotel is located opposite the time warner building just at the bottom of central park we walked nearly everywhere it was in such a convenienct location the staff were very friendly and helpful check in was fine our room wasnt ready but we were offered complimentary drinks in the hotel bar while we waitedwe had booked a pod room however on checking in we were advised we had been upgraded to the next biggest room accommodation was lovely very modern with plasma tv ipod docking station and minibar we got a complimentary paper everyday and the room was cleaned daily also we didnt eat at all in the hotel but the restaurant always looked busy and the hotel has a nice little bar for those apres shopping drinksall in all i would recommend this hotel the rooms are quite small but hey this is new york city youre there to shop and to party not sit in your room all day special mention to all the gang next door in the coliseum pub hi guys,Positive
spent one night with family we had two rooms both were upgraded which gave us extra space and room to hang out together and fantastic value loved the style of the decor the staff was very friendly and helpful the sheets were terrific and rooms were quiet surprising to the two of us were are exmanhattanites etc our only complaint if we were to have one was that the sofabed in one of the rooms wasnt made up which we didnt discover until we needed it late which entailed a short wait improvised bedding and making it up ourselves true the quotturndownquot staff had been by at about but at that point we were using the sofa as a sofa if you want to be near the upper west side andor theatre district and are looking for a luxurious stylish place to stay youll be happy,Positive
i have nothing but great things to say about this hotel it is beautiful the staff are so friendly we arrived at this hotel at in the morning from an overseas flight we were not expecting to check in to our room until at least noon but we thought we would try anyways upon arrivalwe found that the room we had booked was not available but the receptionist offered to upgrade us to a junior suitestudio suite for an additional i was very glad we did this room was huge and gorgeous we had a square foot balcony no breathtaking view but what a surprise the concierge was more than willing to reccommend places for dinner and get our reservations for us for shows and dinner as well as call towncars etc a little tip goes a long way with these people we even recieved a quotwowquot from one of the guys after making a complete mess of our room before we went out to dinner the housekeeping staff came in and reorganized it all i was not expecting this as it was pm and was actually a little bit embarassed by the state of our room just one of the things that added to our amazing stay at this hoteli would definitely stay at this hotel again in a heartbeat,Positive
we just got back from an incredible trip to new york city and philadelphia we stayed night at columbus in nyc and it couldnt have been better the location is great if you dont want to be at times square and you dont want to go as far as the quotupper west sidequotthis hotel is located in the middle of them it is very close to the trump and mandarin hotels it is next door to a starbucks amp across from large grocery store whole foodsnow for the hotel itself check in took only seconds the hotel features a very cool decor with a great city vibe we went for the cheap seats and got a pod room which is a full size bed the room is tiny but it is flawlessly designed to maximize space do be careful not to hit your leg on the bed corners can be quite painful the bed was very comfortable and had crisp white bedding i must admit we are not a fan of down type pillows there was a stocked refreshment case but we did not use it the flat panel tv was quite nice the view from our window well we had a lovely view of nothing but we were not in nyc to look out our window now for the bathroomi have to say i now want rip out my own bath and copy the one from columbus the floor is heated dont underestimate how incredible this feature is nyc at thanksgiving is very cold and this floor feels fabulous on your frozen toes there is a very cool tiled shower no tub and great bath products they even thought to give you qtips and cotton ballsa lovely touch the bathroom sink is really beautiful too with a cool gooseneck style faucet the towels smell great too sound weird i know but the towels arent perfumey they just have a nice fresh smell to them very pleasantthe hotel staff was excellent and they had our luggage loaded in to a cab before we ever blinkedthey make everything look easy herei would highly recommend giving this hotel a try if you are ever planning to visit the macys parade then this location would be terrific you wont see it from your window but youll have total access in just stepswithout the chaos of times square,Positive
recently returned from a night stay at columbus very nice small chic hotel in a great location central to everything stayed in a king deluxe room with a very comfortable bed quotcoolquot decor with a nice flat screen tv on the wall the entire hotel including the rooms are dimly lit which gave it a hip night clublike atmosphere the customer service was outstanding from start to finish the doormen always welcomed you with a pleasant greeting front desk staff were very friendly and courteous and check in and check out was fast and smooth the front desk and doormenstaff communicate with wireless devices as soon as i got there by cab the doorman opened the taxi door and asked me my name and quickly alerted the front desk via the device that i had arrived and they were totally prepared for me by the time i reached them they even had the doormen have a cab waiting for me at the precise time i checked out and walked out the front door very well organized operation the only thing i didnt like was the shower the tile wasnt that clean and the shower head didnt work that well no tub in the room there was no iron in the room either overall i reccommend this hotel for young singles who are looking for a cool safe place to stay at reasonable rates,Positive
out of all the hotels we have stayed in this one had the very be st location wonderful staff quiet nice barjust great for people subway whole foodsgreat for carry out to hotel after a long day with a glass of winetime warner buidling with great shops and places to dine cvs a couple of doors down for those items you forgot to bring plus a starbucks or anotherless expensivecoffee shop zabars is up the street central park is across the streetjust a great quiet oasis in a busycity all hotels have a negative but this one has more s than smodern and clean you feel as though you are in nyc my friend and i are in our late s and we were very comfortable with this hotel could not beat the price,Positive
my wife and i had a layover in nyc and decided to spend the night the hotels was very clean and modern all the people at front desk where very polite friendly and helpful i love the room yes it is very small but very well done ive seen hotel try to cram too much into similar sized room but this is perfect i will definetly stay there again,Positive
awesome location for this modern boutique hotel right across the street from time warner center the staff members at this hotel were fantastic from the doormen to the front desk all seemed to work on the guests behalf almost effortlessly the room superior queen was fine for adults but a bit small the bathroom was modern and nice we were on the th floor and our view was of the hvac system not surprising for nycthe hotel was perfect for us i would certainly stay here again and would highly recommend to my friends i wouldnt recommend to someone expecting a large full service restaurants gym etc hotel,Positive
i usually stay at marriott or other chain hotels pricelined this one and wasnt sure what i was goin to get i booked the hotel thru priceline for night hoping to get an upgrade standard room is a full size bed sq ft room i called them up and they upgrade me for more to a king superior usually nitethe hotel has a great staff and quite accomodating the location is not on columbus circle but on th st you walk out the door and columbus circle is less than a minute walk across the street overall it is a nice place rooms little small but you pay for location,Positive
we have just returned from our stay at columbus and our experience was very different to that of some of the other guests we booked a queen room for a reduced rate via the quikbook website the quikbook site clearly stated that the room was for a maximum of people upon arrival it was clear that booking via quikbook meant that you were given the smallest rooms in the hotel there was no way that people could stay comfortably in this queen roomthere was only single wardrobe no natural light hardly any floor space around the bed and nowhere to store our large suitcases i spoke to lula on the front desk and she went out of her way to ensure that we were happy with our accommodation she showed me other rooms which were much more suitable for couples and managed to offer us a larger queen room at an extremely reasonable upgrade price throughout our stay lula made a point of checking that everything was ok with our room with regards to the rest of the hotel we really couldnt fault it all of the staff were extremely friendly particularly the doormen we didnt try the restaurant but we did drink at the bar a few times and they even served sushi to us at the bar my only gripe would be that the bar area is quite small with limited seating the room we actually stayed in was a great size the double wardrobe was more than adequate and there were large drawers under the bed also the ipod docking station was a nice touch as were the khiels toiletries in the bathroom and the free daily newspapers the room temperature control took some getting used to but overall it served its purpose and the underfloor heating in the bathroom was very welcme after a hard days sightseeing the bed was also very comfortablehousekeeping did a great job at keeping the room immaculate and also turned down the bed every night leaving little treats on the duvetin addition to the great service and comfortable room the hotel is in the most amazing location the time warner centre is literally across the road which houses a large whole foods market and lots of nice restaurants starbucks is next door and there were several places to get a great breakfast just up the street columbus circle was right on the doorstep including the best entrance to central park overall we really enjoyed our stay at columbus and we would definitely stay here again on our next visit to new york,Positive
we stay in nyc about times a year in the off season when we can find decent rates we have stayed in many boutique hotels including hotel giraffe the muse and the benjamin we booked the smaller king room at columbus and it was small but how much time do you stay in the room it was clean and the bathroom was clean and staff was great we ask for a quiet room and it was very quiet the hotel was great and you cant beat the location there is no roof top bar i read about that either on quickbook or their own site but when we went to locate it all we found was dirty laundry there is a huge whole foods across the street to peruse including lots of food to go we walked central park twice which is right across the street and we could walk to our broadway show we booked directly with the hotel and the same day found a considerable lower rate on quickbook i called the hotel and they matched the rate we will definitely stay here again,Positive
stayed at columbus for nights in late september and had a wonderful time im not terribly picky though and mostly look for a place thats safe and clean and columbus definitely delivers in both respectsi got a really great deal thru quikbook for a pod room full bed and since i was by myself that was perfect i will say however that if i had paid the hotels asking price of night i would have expected more but for night it was an outstanding valueyes the room is small but honestly if youre in ny for the room then you do need to go elsewhere the bed was incredibly comfortable linens clean and soft and housekeeping did a wonderful job every day the bathroom was wellappointed though the tub was a bit small if you actually wanted to take a bathwhich i refuse to do at hotels anyway heated floor tiles in the bathroom definitely a plus kiehls toiletries were a wonderful touch and there was also qtips and cotton balls in the bathroomsimple but very nice touch thing i did notice missing was a coffee potbut there is a starbucks next door to the hotel so it really didnt matter that much to me the view from room was terrible as most have described to some kind of shaft in between buildings but you know what i was never in my room during the day looking out the window and at night the blackout drapes were closed so why do i care what the view was so it all depends on you after my rave reviews my coworker stayed at columbus the very next weekend and loved it as much as i did oh and the umbrella they provide for you to use during your stay came in handy as it rained out of the days i was in ny will definitely return if the price is right,Positive
alright first the positives the location is excellent so close to central park the upper west side etc the hotel is clean and kept up nicely and staff members are fairly friendly but for night even if we are talking about manhattan one expects more than a mere square feet or so a socalled quotpod roomquot with a view of a pigeonoccupied tower of space about six feet by six feet a tiny bathroom admittedly with a heated floor a nice touch essentially upscale dormstyle furniture and lousy temperature controlall things considered experience suggests that one would do a lot better three times out of four by going on pricelinecom or the like and putting in night and stars again even for manhattan this didnt represent good value for money,Positive
funky little hotel in a great central location on manhattan island but our stay was ruined by a noisy air conditioner outside our window that the staff seemed either unable or unwilling to fix for the three nights we were therewould have been nice if theyd offered to move us to another room but no we even had to get the bellhop to run down the street and get ear plugs so we could sleepwould only stay here again if the room did not have an airconditioner outside the windowthere are better hotels in new york for the price,Positive
